question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
"H, I, J, K, U, V and W are sitting around a circular table facing the centre of the table. U sits fourth to the left of V. H sits fourth to the right of J. Only two people sit between V and J when counted from the left of V. K is not an immediate neighbour of H or I. I is not an immediate neighbour of J. Who sits third to the right of W?",1. I,2. U,3. H,4. K,0,General Intelligence and Reasoning,2024
"Govind starts from Point Y and drives 12 km towards west. He then turns right and drives 37 km, takes a left turn, drives 19 km, turns left, and drives 63 km. He then takes a right turn and drives 19 km. He takes a right turn, drives 35 km, turns left, drives 32 km, then turns left and drives 9 km to stop at Point Z. How far (shortest distance) and towards which direction should he drive in order to reach Point Y again? (All turns are 90° turns only unless specified.)",1. 77 km towards east,2. 84 km towards west,3. 81 km towards east,4. 71 km towards west,2,General Intelligence and Reasoning,2024
Town J is to the west of town M. Town N is to the south of Town M. Town K is to the west of Town N. Town L is to the south of town N. What is the position of town L with respect to town K?,1. Southeast,2. Southwest,3. Northwest,4. Northeast,0,General Intelligence and Reasoning,2024
"What will come in the place of the question mark (?) in the following equation, if '+' and '-' are interchanged and 'x' and '÷' are interchanged? 15 + 7 + 7 x 48 - 2 + 23 x 4 = ?","1,612","2,654","3,559","4,716",1,General Intelligence and Reasoning,2024
"Read the given statement(s) and conclusions carefully. Assuming that the information given in the statement(s) is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statement(s). Statements: Some guns are roses. All roses are bats. Conclusions: (I) Some guns are bats. (II) All bats are roses.",Only conclusion (I) follows.,Both conclusions (I) and (II) follow.,Only conclusion (II) follows.,Neither conclusion (I) nor (II) follows.,0,General Intelligence and Reasoning,2024
"Six people E, F, G, H, I and P are sitting in a row facing north. Only two people sit to the left of P. Only two people sit between P and E. Only one person sits between E and H. Only I sits between P and G. How many people sit between F and I?",Two,Three,One,Zero,0,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series based on the English alphabetical order? GBD IDF KFH MHJ ?,OOQ,POS,PJS,OJL,3,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 18 58 47 145 134 ?,"1,460","2,426","3,406","4,408",2,General Intelligence and Reasoning,2024
"Seven boxes T, U, V, W, X, Y and D are kept one over the other but not necessarily in the same order. T is kept immediately above D. U is kept immediately above W. Only V is kept above Y. Only one box are kept between Y and T. Only two boxes are kept between Y and X. How many boxes are kept between W and V?",Two,One,Four,Five,3,General Intelligence and Reasoning,2024
"GENS is related to EYPV in a certain way based on the English alphabetical order. In the same way, EVRY is related to ASTB. To which of the following is YPVE related, following the same logic?",VLWF,XLYF,WMXH,VNXG,2,General Intelligence and Reasoning,2024
"What will come in the place of the question mark (?) in the following equation, if '+' and 'x' are interchanged, and '-' and '÷' are interchanged? 42 – 7 x 12 + 3 = 13 = ?",29,15,11,22,0,General Intelligence and Reasoning,2024
Each of the digits in the number 2436857 is arranged in ascending order from left to right. What will be the sum of the digits which are third from the left and second from right in the new number thus formed?,9,11,10,12,1,General Intelligence and Reasoning,2024
What should come in place of the question mark (?) in the given series? 679 680 684 693 709 ?,739,741,731,734,3,General Intelligence and Reasoning,2024
"Refer to the following number, symbol series and answer the question that follow. Counting to be done from left to right only. (Left) 7 7 3 ? 2 5 3 ^ # + * @ 2 7 # & 5 2 * # 2 (Right) How many such symbols are there each of which is immediately preceded by a number and also immediately followed by a number?",Two,One,Three,Four,1,General Intelligence and Reasoning,2024
Which type of memory loses all its stored data when the power is turned off?,ROM,USB flash drive,RAM,Hard disk drive,2,General Awareness,2024
Who became the first athlete to break a national record at the Khelo India Para Games 2025 by lifting 101 kg in the 45 kg category powerlifting in March 2025?,Kavipriya Raja,Jaspreet Kaur,Sonam Patil,Khushboo Gill,1,General Awareness,2024
"Who was the Union Home Minister of India as of June 2025, following the general elections?",Nirmala Sitharaman,Piyush Goyal,Rajnath Singh,Amit Shah,3,General Awareness,2024
Which of the following is INCORRECT about the Harappans?,"They exported ornaments, timber, some objects of daily use.","The Harappans used only gold to make tools, pots and pans.",The most favoured ornaments were beads of carnelian.,The Harappans were engaged in active trade.,1,General Awareness,2024
Which city hosted the opening ceremony of the 2025 National Games?,Dehradun,Patna,Nainital,Hardwar,0,General Awareness,2024
Which of the following was the official theme for World Meteorological Day celebrated on 23 March 2023?,Closing the Early Warning Gap Together,"Weather-Ready, Climate-Smart",Climate Knowledge for Climate Action,Investing in Weather and Climate Services,0,General Awareness,2023
"Which resilient and adaptable polymer is frequently found in industrial brushes, toothbrushes, and other cleaning supplies?",Terylene,"Nylon 6, 6",Neoprene,Teflon,1,General Awareness,2023
In which border areas did India and China agree on patrolling arrangements along the Line of Actual Control on 21 October 2024?,Puga and Chumathang,Depsang and Demchok,Aksai and Lingzi Thang,Rudok and Guge,1,General Awareness,2023
"At the time of independence, which sector contributed the largest share to India's national income?",Trade,Agriculture,Service,Industry,1,General Awareness,2023
President Murmu went to which country in April 2023 to represent India at the funeral of Pope Francis?,Germany,France,Italy,Vatican City,3,General Awareness,2023
Which of the following statements regarding the estimation of India's national and per capita income during the colonial rule is correct?,The colonial government estimated India's national and per capita income sincerely every year.,The colonial government estimated India's per capita income but ignored national income.,The colonial government never made any sincere attempt to estimate India's national and per capita income.,The colonial government estimated India's national income but ignored per capita income.,2,General Awareness,2023
What is the primary aim of the 'Pradhan Mantri Ujjwala Yojana'?,Providing LPG connections to women,Providing free education to girls,Providing employment in rural areas,Providing mobile phones to rural households,0,General Awareness,2023
Which of the following is a characteristic feature of subsistence farming?,Commercial crop production,Use of modern irrigation techniques,Farming for family consumption,Use of high-yielding varieties,2,General Awareness,2023
Which of the following is an example of soft infrastructure?,Water pipelines,Public education,Bridges,Airports,1,General Awareness,2023
"Which global chip-design conference, returning to San Francisco in June 2025, for its 62nd edition, announced a GenAI Chip Hackathon?",Hot Chips,ISSCC,ICCAD,DAC,3,General Awareness,2023
Which of the following is a shallow desert depression formed by wind erosion?,Pediment,Playas,Deflation hollow,Inselberg,2,General Awareness,2023
Which of the following Parliamentary Committees of India is considered a 'Financial Committee'?,Estimates Committee,Committee on Welfare of SCs and STs,Committee on Privileges,Committee on Petitions,0,General Awareness,2023
The Rihand Hydroelectric Project is located in which district of Uttar Pradesh?,Robertsganj,Sonebhadra,Guna,Saharanpur,1,General Awareness,2023
Which scheme has been launched by the Chief Minister of Kerala in May 2023 to educate migrant children?,Usha,Jyothi,Pratibha,Gargi,1,General Awareness,2023
Which Act created the post of the Governor-General of Bengal?,"Charter Act, 1813","Pitt's India Act, 1784","Regulating Act, 1773","Government of India Act, 1858",2,General Awareness,2023
The Convention on Biological Diversity (CBD) was a result of which global conference?,"Earth Summit, 1992",Kyoto Conference,Paris Agreement,Stockholm Conference,0,General Awareness,2023
"The Farazi Movement, led by Haji Shariatullah, focused on religious purification and resisting the British in which region?",Gujarat,Punjab,Delhi,Bengal,3,General Awareness,2023
"During the colonial period in India, which social reformer worked for widow remarriage and against child marriage in Bengal?",Jyotiba Phule,Ishwar Chandra Vidyasagar,Syed Ahmed Khan,Swami Vivekananda,1,General Awareness,2023
Which 18th-century revolt was led by Raja Chait Singh against British interference in the Benaras region in 1781?,Benaras Revolt,Chuar Revolt,Kol Revolt,Santhal Revolt,0,General Awareness,2023
"A significant river of the Indian Desert, Luni originates from western slopes of the Aravalli ranges near which place in Rajasthan?",Ajmer,Udaipur,Sirohi,Rajsamand,0,General Awareness,2023
The Nizam of Hyderabad accepted British subsidiary alliance under __________.,Sir John Shore,Lord Cornwallis,Lord Hastings,Lord Wellesley,3,General Awareness,2023
Privatisation aims to improve __________ in public enterprises.,operational efficiency and competitiveness,bureaucratic control,political influence,government expenditure,0,General Awareness,2023
In how many assembly constituencies were the Delhi Assembly elections held on 5 February 2025?,70,55,62,78,0,General Awareness,2023
"According to the Bronsted-Lowry theory, which of the following defines an acid?",Accepts a proton,Donates a hydroxide ion,Donates a proton,Accepts an electron pair,2,General Awareness,2023
"Which stone was mainly utilised in building the Chennakeshava Temple in Belur, India?",Sandstone,Granite,Soapstone,Marble,2,General Awareness,2023
Which of the following allows users to delete a file using the mouse?,Copy the file,Drag it to the Recycle Bin,Minimize the window,Left-click the file,1,General Awareness,2023
Which Indian state hosted the 38th edition of the National Games in early 2023?,Uttarakhand,Goa,Gujarat,Kerala,2,General Awareness,2023
"If an object moves up to four times faster than the speed of sound, the condition is called:",Supersonic,Hypersonic,Transonic,Subsonic,0,General Awareness,2023
"Which of the following communities may apply for Indian citizenship after just 6 years of residence, as per the Citizenship (Amendment) Act, 2019?",Sikhs from Pakistan,Jews from Israel,Hindus from Sri Lanka,Buddhists from Nepal,0,General Awareness,2023
Under which of the following conditions is a Tribal Advisory Council (TAC) established in a State?,If the State has any forest area,If there is at least one Scheduled Tribe,When the tribal population exceeds 10%,When the tribal population exceeds 50%,1,General Awareness,2023
Which of the following regional film industries is based in Chennai and produces movies in the Tamil language?,Mollywood,Tollywood,Kollywood,Bollywood,2,General Awareness,2023
