question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
"A trader offers one kitchen set free with each kitchen set purchased at the marked price. If he still makes a profit of 20%, at what percentage above the cost price has the trader marked the kitchen set?",140%,40%,50%,150%,0,Mathematics,2023
Find the circumference (in m) of the largest circle that can be drawn completely inside a rectangle whose dimensions are given as 63 m and 116 m. (Take π = 22/7),1. 200,2. 198,3. 190,4. 202,1,Mathematics,2024
"Pipe P can fill 4/5 part of a tank in 12 hours and pipe Q can fill 2/7 part. Both P and Q were kept open for 5 hours, then both were closed. Pipe R emptied the water in the tank in 8 hours. Pipes P, Q and R together can fill the empty tank in:",1. 43 hours,2. 18 hours,3. 35 hours,4. 17 hours,2,Mathematics,2024
The value of 5/3 + (1/(1 + 4/9)) - 2/5 is,1. 380/197,2. 384/191,3. 382/195,4. 379/201,2,Mathematics,2024
"Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete? ROP 1, VST 3, ZWX 5, DAB 7, ?",1. HEF 9,2. HEF 11,3. HGF 9,4. HGF 11,0,General Intelligence and Reasoning,2024
"Based on the English alphabetical order, three of the following four letter-clusters are alike in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",1. NQWD,2. SVBI,3. CELS,4. JMSZ,2,General Intelligence and Reasoning,2024
M is the son of L. L is the father of D. D is the brother of N. N is the sister of A. A is the daughter of K. K is the mother of Q. N is married to S. S is the father of C. How is L related to C?,Father's father,Father's brother,Mother's father,Mother's brother,2,Mathematics,2024
"In a certain code language, 'TAME' is coded as '4257' and 'MIND' is coded as '1365'. What is the code for 'M' in the given code language?",1,7,5,6,2,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-cluster pairs are alike in a certain way and thus form a group. Which letter-cluster pair DOES NOT belong to that group?",SL-XQ,WP-BU,GZ-LE,CW-HA,3,Mathematics,2024
What should come in place of the question mark (?) in the given series? 312 320 329 ? 350 362,336,339,341,337,1,Mathematics,2024
"If * means -, - means x, x means + and + means *, then what will come in place of the question mark (?) in the following equation? 8 - 3 + 63 x 3 + 14 = ?",24,30,12,17,3,Mathematics,2024
"Kabir, Samir, Ranvir, Madhu, Sameer, and Tanvi are sitting around a circle facing the centre. Ranvir sits second to the right of Sameer. Sameer sits second to the right of Madhu. Sameer sits to the immediate left of Kabir. Kabir sits second to the left of Tanvi. Who sits to the immediate right of Kabir?",Ranvir,Sumit,Tanvi,Samir,0,Mathematics,2024
What should come in place of the question mark (?) in the given series? 425 300 236 209 201 ?,1. 200,2. 182,3. 172,4. 152,0,Mathematics,2024
Each of the digits in the number 817594326 is arranged in ascending order from left to right. Which of the following digits will be fourth from the left?,1. 4,2. 3,3. 6,4. 5,0,Mathematics,2024
"This question is based on the five, three-digit numbers given below. (Left) 666 714 792 824 596 (Right) (Example: 697 – First digit = 6, second digit = 9 and third digit = 7) (NOTE: All operations to be done from left to right.) What will be the resultant if the second digit of the highest number is added to the second digit of the lowest number?",1. 13,2. 11,3. 7,4. 9,1,Mathematics,2024
Kiya ranked 7th from the bottom and 15th from the top in her class. How many students are there in her class?,1. 21,2. 22,3. 20,4. 19,0,Mathematics,2024
Each of the digits in the number 9254631 is arranged in ascending order from left to right. The question is of how many digits will remain unchanged as compared to that in the original number?,1. One,2. Two,3. None,4. Three,1,Mathematics,2024
"In a row of 161 students facing north, Mr. Into is 98th from the left end. If Mr. Toni is 20th to the right of Mr. Into, what is Mr. Toni's position from the right end of the line?",1. 43rd,2. 44th,3. 42nd,4. 41st,1,Mathematics,2024
"Seven boxes, A, B, C, D, M, N and O, are kept one over the other but not necessarily in the same order. Only three boxes are kept above C. Only one box is kept between O and C. Only three boxes are kept between O and N. N is kept at some place above C. A is kept immediately below O. B is kept at one of the places above D. M is not kept immediately above or below O. Which box is kept at the lowermost position?",D,A,M,O,0,Mathematics,2024
"QERG is related to WJVI in a certain way based on the English alphabetical order. In the same way, OYHS is related to UDLV. To which of the given options is GNTB related, following the same logic?",MSEX,MXEW,MSXE,MSWE,2,Mathematics,2024
"In a certain code language, 'FLAG' is coded as '7239' and 'ALIF' is coded as '3289'. What is the code for 'I' in the given code language?",8,9,3,2,0,Mathematics,2024
"UPKE is related to QOGB in a certain way based on the English alphabetical order. In the same way, EFUS is related to ACQP. To which of the given options is SWJI related, following the same logic?",OGET,OETY,OTYU,OTEG,3,Mathematics,2024
"Refer to the following number and symbol series and answer the question that follows. Counting to be done from left to right only. (Left) 8 € 1 @ % 5 $ 3 % @ 2 € £ 7 1 # $ % 8 ? 2 @ (Right) How many such numbers are there, each of which is immediately preceded by a number and also immediately followed by a number?",4,3,1,2,3,Mathematics,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements.

Statements:
All actors are dancers.
Some dancers are magicians.

Conclusions:
(I) All dancers are actors.
(II) No magician is a dancer.",Only conclusion (I) follows.,Only conclusion (II) follows.,Neither conclusion (I) nor (II) follows.,Both conclusions (I) and (II) follow.,2,Mathematics,2024
"JM 8 is related to FI 11 in a certain way. In the same way, LO 19 is related to HK 22. To which of the following is UX 27 related, following the same logic?",QT 33,QT 30,PT 30,PT 33,1,Mathematics,2024
"Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete?

IGE 13, LJH 17, OMK 21, RPN 25, ?",USQ 29,UTS 29,VTS 29,VTQ 28,0,Mathematics,2024
"In the following number-pairs, the second number is obtained by applying certain mathematical operations to the first number. Select the set in which the numbers are related in the same way as are the numbers of the following sets.

(NOTE: Operations should be performed on the whole numbers without breaking down the numbers into their constituent digits. E.g. 13 - Operations on 13 such as adding/subtracting/multiplying to 13 can be performed. Breaking down 13 into 1 and 3 and then performing mathematical operations on 1 and 3 is not allowed.)

11, 96
10, 75","14, 172","13, 134","9, 56","12, 120",2,Mathematics,2024
"What should come in place of the question mark (?) in the given series?

82, 83, 85, 89, 97, ?",131,112,121,113,3,Mathematics,2024
"Read the given statement(s) and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statement(s). Statements: Some Magpies are Swans. No Swans are Seagulls. Conclusions: I. Some Magpies are Seagulls. II. No Seagulls are Magpies.",Neither conclusion (I) nor (II) follows.,Only conclusion (II) follows.,Only conclusion (I) follows.,Both conclusions (I) and (II) follow.,0,Mathematics,2024
"Hunich starts from Point A and drives 12 km towards the north. He then takes a right turn, drives 8 km, turns right and drives 17 km. He then takes a right turn and drives 10 km. He takes a final right turn, drives 5 km and stops at Point P. How far (shortest distance) and in which direction should he drive in order to reach Point A again? (All turns are 90-degree turns only unless specified.)",3 km to the west,3 km to the east,2 km to the east,2 km to the west,2,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-cluster pairs are alike in a certain way and thus form a group. Which letter-cluster pair DOES NOT belong to that group? (Note: The grouping is not based on the number of consonants/vowels or their position in the letter-cluster.)",QU-LO,LP-GI,NR-IL,JH-EH,1,Mathematics,2024
"Six people A, B, C, D, E and F are sitting in a row, facing north. Only two people sit to the right of C. A sits second to the left of D. B sits to the immediate right of E. F sits on the extreme right end of the line. How many people sit between B and F?",Three,One,Four,Two,0,Mathematics,2024
Each of the digits in the number 3147569 is arranged in the ascending order from left to right. The position(s) of how many digits will remain unchanged as compared to that in the original number?,Zero,Two,Three,One,1,Mathematics,2024
Town J is to the south of Town K. Town L is to the east of Town K. Town M is to the north of Town L. Town N is to the east of Town M. Town O is to the northeast of Town N. What is the position of Town O with respect to Town J?,Northeast,Southwest,Southeast,South,0,Mathematics,2024
"Which of the following players completed 12,000 runs in T20 cricket and became eighth player to achieve the milestone in April 2023?",Rohit Sharma,Virat Kohli,MS Dhoni,Ravindra Jadeja,0,General Awareness,2024
"During May 2025, the 4th Europe-Africa Forum was organised in which location?",Marseille,Paris,Nice,Lyon,0,General Awareness,2024
In which of the following years did the Government of Bengal pass the Calcutta Electric Lighting Act?,1904,1895,1911,1900,1,General Awareness,2024
Article 6 deals with persons who migrated to India from _____.,Nepal,Pakistan,Sri Lanka,Bangladesh,1,General Awareness,2024
"According to the India Justice Report 2023, which two states have the highest share of women judges at the High Court level at 33%?",Chhattisgarh and Madhya Pradesh,Kerala and Andhra Pradesh,Sikkim and Telangana,Uttar Pradesh and Odisha,2,General Awareness,2024
Which type of weathering is primarily involved in the enrichment of bauxite and other ores?,Chemical weathering,Biological weathering,Mechanical weathering,Glacial weathering,0,General Awareness,2023
In which of the following cities was the Paramhansa Mandali founded to work for the abolition of caste?,Surat,Kanpur,Bombay,Patna,2,General Awareness,2023
When was the historic Paris Agreement on climate change adopted by world leaders during the UN Climate Change Conference (COP21)?,2005,2015,2012,1999,1,General Awareness,2023
Which of the following is the first of eight Anti-Submarine Warfare Shallow Water Crafts (ASW SWCs) delivered to the Indian Navy on 8 May 2023?,Kiltan,Kadmatt,Kamorta,Arnala,3,General Awareness,2023
